"edge","Source","Target","year","count","pvalue","p.adjust","geneID","Count","logpadj","logpval","class_source","class_target","comparison","between","sim_paper"
"ARTHRITIS_RESPIRATORY SYNCYTIAL VIRUS INFECTION","ARTHRITIS","RESPIRATORY SYNCYTIAL VIRUS INFECTION",2018,3,1.03082368536881e-24,6.01313816465138e-24,"CASP1/CCL2/CCL3/CCL5/CCR1/CD79A/CXCL10/FAS/FLT3LG/HLA-E/ICAM1/IFNA1/IFNB1/IFNG/IGHG1/IL10/IL12/IL13/IL17A/IL18/IL1B/IL2/IL33/IL4/IL5/IL6/IL8/ITGAX/MAP3K14/MMP12/MMP9/MPO/NFE2L2/NF-KB/NFKB1/NGF/NLRP3/PDCD1/PYCARD/S100A9/SPP1/STAT1/SUBSTANCE P/TGFB1/TLR3/TLR4/TLR7/TNF/TSLP",49,53.4680954624067,55.231684054668,"INFLAMMATORY","INFECTIOUS","between_classes","INFLAMMATORY_vs_INFECTIOUS",13.807921013667
"AUTISM_AGE RELATED OSTEOPOROSIS","AUTISM","AGE RELATED OSTEOPOROSIS",2018,5,2.82479332294624e-06,1.77191581166627e-05,"ACTH/ADIPOQ/AKT1/APOE/AR/CCL2/CD34/CNR1/CP/CRH/CRP/CTNNB1/ESR1/GH1/GRN/IFNG/IGF1/IL17A/IL18/IL6/IL8/INS/LCT/LEP/LIF/MIR21/MMP9/MTHFR/MTOR/NF-KB/NFKB1/PRL/SP1/SPP1/SUPEROXIDE DISMUTASE/TGFB1/TNF/VDR",38,10.9408641242623,12.7770753560612,"PSYCHIATRIC","INFLAMMATORY","between_classes","PSYCHIATRIC_vs_INFLAMMATORY",2.12951255934354
"AUTISM_BEHCET SYNDROME","AUTISM","BEHCET SYNDROME",2018,1,2.32950897506983e-07,1.73805072503225e-06,"ADA/AHR/CAT/CCL2/CRP/EGF/ESR1/HLA-B/HLA-DRB4/HMGB1/IFNG/IL12/IL17A/IL18/IL23A/IL6/IL8/LEP/PRL/SPP1/SUPEROXIDE DISMUTASE/TGFB1/TNF/VDR",24,13.2627463456826,15.2724381459029,"PSYCHIATRIC","INFLAMMATORY","between_classes","PSYCHIATRIC_vs_INFLAMMATORY",7.63621907295147
"AUTISM_CHLAMYDIA INFECTION","AUTISM","CHLAMYDIA INFECTION",2018,2,0.00033939739005165,0.00111516285302685,"CD79A/IFNG/IL13/IL6/IL8/MMP9/TNF/TNFRSF10A",8,6.79875482820895,7.98833889508278,"PSYCHIATRIC","INFECTIOUS","between_classes","PSYCHIATRIC_vs_INFECTIOUS",2.66277963169426
"AUTISM_FIBROMYALGIA","AUTISM","FIBROMYALGIA",2018,2,8.29209278663426e-12,9.5359067046294e-11,"BDNF/CAT/COMT/CRH/CRP/GH1/HPSE/IGF1/IL6/IL8/LEP/NGF/PRL/SLC6A4/TKT/TNF",16,23.0733716961504,25.5157187315196,"PSYCHIATRIC","INFLAMMATORY","between_classes","PSYCHIATRIC_vs_INFLAMMATORY",8.5052395771732
"AUTISM_HELICOBACTER PYLORI INFECTION","AUTISM","HELICOBACTER PYLORI INFECTION",2018,3,0.000182777983164359,0.000630584041917038,"AKT1/CAT/CD79A/CRP/CTNNB1/IFNG/IL17A/IL23A/IL6/IL8/JUN/MAPK1/MMP9/NF-KB/NFKB1/SHH/TNF/TP53",18,7.3688641173628,8.60723834840607,"PSYCHIATRIC","INFECTIOUS","between_classes","PSYCHIATRIC_vs_INFECTIOUS",2.15180958710152
"AUTISM_HERPES","AUTISM","HERPES",2018,6,1.71990978990973e-07,1.48342219379714e-06,"BCL2/CD79A/IFI16/IFNG/IL12/IL17A/IL6/NFKB1/NGF/TNF/TP53/UBIQUITIN",12,13.4211588463179,15.5758238092353,"PSYCHIATRIC","INFECTIOUS","between_classes","PSYCHIATRIC_vs_INFECTIOUS",2.22511768703361
"AUTISM_SYSTEMIC LUPUS ERYTHEMATOSUS","AUTISM","SYSTEMIC LUPUS ERYTHEMATOSUS",2018,6,5.3953800746614e-06,3.10234354293031e-05,"ACTB/ACTH/ADA/ADIPOQ/AHR/AVP/BCL2/BDNF/C4B/CAT/CCL2/CD79A/CFP/CRP/CYP2D6/EGF/ESR1/GH1/GRN/HGF/HLA-DRB1/HLA-DRB4/HMGB1/IFI16/IFNG/IGF1/IL12/IL13/IL17A/IL18/IL23A/IL5/IL6/IL8/LEP/MBP/MECP2/MIR21/MMP9/MPO/MTHFR/MTOR/NF-KB/NFKB1/NGF/OCA2/PON1/PRL/PTEN/RBM45/SAA1/SLC6A4/SPP1/SUPEROXIDE DISMUTASE/TF/TGFB1/TNF/TNFRSF10A/TP53/VDR",60,10.3807676574989,12.1299675123081,"PSYCHIATRIC","INFLAMMATORY","between_classes","PSYCHIATRIC_vs_INFLAMMATORY",1.7328525017583
"BIPOLAR AFFECTIVE PSYCHOSIS_AMERICAN TRYPANOSOMIASIS","BIPOLAR AFFECTIVE PSYCHOSIS","AMERICAN TRYPANOSOMIASIS",2018,2,0.00110651714205142,0.00578793581996126,"CCL2/IL2/IL4/IL6/MMP9/TLR2/TNF",7,5.15197955873995,6.80653790645452,"PSYCHIATRIC","INFECTIOUS","between_classes","PSYCHIATRIC_vs_INFECTIOUS",2.26884596881817
"BIPOLAR AFFECTIVE PSYCHOSIS_BEHCET SYNDROME","BIPOLAR AFFECTIVE PSYCHOSIS","BEHCET SYNDROME",2018,7,5.69924489711988e-05,0.000387548653004152,"CAT/CCL2/CRP/IL2/IL4/IL6/IL8/LEP/SUPEROXIDE DISMUTASE/TLR2/TLR4/TNF",12,7.85566916091264,9.7725917730947,"PSYCHIATRIC","INFLAMMATORY","between_classes","PSYCHIATRIC_vs_INFLAMMATORY",1.22157397163684
"BIPOLAR AFFECTIVE PSYCHOSIS_BRUCELLOSIS","BIPOLAR AFFECTIVE PSYCHOSIS","BRUCELLOSIS",2018,2,0.00208456444442062,0.00945002548137346,"AVP/IL6/TLR4/TNF",4,4.66173784103848,6.17319534511238,"PSYCHIATRIC","INFECTIOUS","between_classes","PSYCHIATRIC_vs_INFECTIOUS",2.05773178170413
"BIPOLAR AFFECTIVE PSYCHOSIS_CHLAMYDIA INFECTION","BIPOLAR AFFECTIVE PSYCHOSIS","CHLAMYDIA INFECTION",2018,1,9.01601004779796e-05,0.000557353348409328,"IL6/IL8/MMP9/TLR2/TLR4/TNF",6,7.49231114141487,9.31392357379261,"PSYCHIATRIC","INFECTIOUS","between_classes","PSYCHIATRIC_vs_INFECTIOUS",4.6569617868963
"BIPOLAR AFFECTIVE PSYCHOSIS_FIBROMYALGIA","BIPOLAR AFFECTIVE PSYCHOSIS","FIBROMYALGIA",2018,23,5.38917048145472e-09,6.10772654564868e-08,"BDNF/CAT/COMT/CRP/HPSE/IL6/IL8/LEP/SLC6A4/TNF",10,16.6111261274658,19.0388743634138,"PSYCHIATRIC","INFLAMMATORY","between_classes","PSYCHIATRIC_vs_INFLAMMATORY",0.79328643180891
"BIPOLAR AFFECTIVE PSYCHOSIS_HELICOBACTER PYLORI INFECTION","BIPOLAR AFFECTIVE PSYCHOSIS","HELICOBACTER PYLORI INFECTION",2018,4,0.00243720917399818,0.00987806662901551,"CAT/CRP/IL4/IL6/IL8/MMP9/TLR2/TLR4/TNF",9,4.61743847169355,6.01690167544218,"PSYCHIATRIC","INFECTIOUS","between_classes","PSYCHIATRIC_vs_INFECTIOUS",1.20338033508844
"BIPOLAR AFFECTIVE PSYCHOSIS_PSORIASIS","BIPOLAR AFFECTIVE PSYCHOSIS","PSORIASIS",2018,34,0.00246951665725388,0.00987806662901551,"APOE/BDNF/CCL2/COMT/CRP/DYT10/ENPEP/GRN/HDAC/IL2/IL4/IL6/IL8/LEP/MMP9/MTHFR/NR4A2/S100B/SST/SUPEROXIDE DISMUTASE/TLR2/TLR4/TNF",23,4.61743847169355,6.00373283281344,"PSYCHIATRIC","INFLAMMATORY","between_classes","PSYCHIATRIC_vs_INFLAMMATORY",0.17153522379467
"BIPOLAR AFFECTIVE PSYCHOSIS_SARCOIDOSIS","BIPOLAR AFFECTIVE PSYCHOSIS","SARCOIDOSIS",2018,7,4.46110829076726e-05,0.000337061515302415,"AVP/CCL2/CRP/EPO/IL2/IL4/IL6/IL8/MMP9/SAA1/SST/TLR2/TLR4/TNF",14,7.99524510628058,10.0175282341205,"PSYCHIATRIC","INFLAMMATORY","between_classes","PSYCHIATRIC_vs_INFLAMMATORY",1.25219102926506
"CHRONIC ULCERATIVE COLITIS_HELICOBACTER PYLORI INFECTION","CHRONIC ULCERATIVE COLITIS","HELICOBACTER PYLORI INFECTION",2018,41,7.59772607380602e-27,5.90934250184913e-26,"AKT1/CAT/CD14/CD79A/CDH1/CRP/CTNNB1/HIF1A/HSPA4/IFNG/IL10/IL17A/IL1B/IL1RN/IL21/IL22/IL23A/IL2RA/IL33/IL4/IL6/IL8/MET/MIR155/MMP3/MMP9/MUC5AC/NF-KB/NFKB1/NOD1/NOS2/PPARG/PTGS2/STAT3/TLR2/TLR4/TLR9/TNF/TP53/VEGFA",40,58.0906778444183,60.1419485091314,"INFLAMMATORY","INFECTIOUS","between_classes","INFLAMMATORY_vs_INFECTIOUS",1.43195115497932
"CHRONIC ULCERATIVE COLITIS_HEPATITIS B","CHRONIC ULCERATIVE COLITIS","HEPATITIS B",2018,33,2.37493243431479e-21,1.3853772533503e-20,"AKT1/ALB/BCL2/BECN1/CD14/CD79A/CDH1/CDKN1A/CRP/CTLA4/CTNNB1/CXCL10/EGF/ESR1/F2/FAS/FOXP3/GH1/HGF/HLA-DRB1/HLA-DRB4/HMGB1/HSPA4/HSPD1/ICAM1/IFNB1/IFNG/IGAN/IGHE/IL1/IL10/IL12/IL17A/IL17RA/IL1B/IL2/IL21/IL22/IL23A/IL23R/IL2RA/IL33/IL4/IL6/IL7R/IL8/KLRK1/LTF/MAPK8/MIF/MIR146A/MIR155/MIR29A/MMP9/MSC/MST1/NF-KB/NFKB1/NOS2/PPARG/PRMT5/PTGS2/REG1A/SERPINA1/SOCS3/SST/STAT1/STAT3/STAT4/SUPEROXIDE DISMUTASE/TBC1D9/TBX21/TGFB1/TLR2/TLR3/TLR4/TLR9/TNF/TP53/VEGFA",80,45.7257293722412,47.4893179645026,"INFLAMMATORY","INFECTIOUS","between_classes","INFLAMMATORY_vs_INFECTIOUS",1.39674464601478
"CHRONIC ULCERATIVE COLITIS_HUMAN FLU","CHRONIC ULCERATIVE COLITIS","HUMAN FLU",2018,8,9.10137419656653e-24,6.37096193759657e-23,"AHR/AKT1/ALB/BCL2/C3/CAT/CCL3/CD79A/CLEC7A/CRP/CSF3/CTNNB1/CXCL10/CXCL2/CXCR2/CXCR3/EGF/F2/FAS/FGFR1/FOXP3/HGF/HMGB1/HSPA4/ICAM1/IFNB1/IFNG/IGHE/IGHG1/IL1/IL10/IL12/IL13/IL17A/IL17RA/IL1B/IL2/IL21/IL22/IL27/IL2RA/IL33/IL37/IL4/IL5/IL6/IL8/ITGAE/KLRK1/LTF/MAPK8/MIR155/MME/MMP9/MPO/MRAP/MSC/MUC5AC/NFE2L2/NF-KB/NFKB1/NLRP3/NOD2/NOS2/PPARG/PTGS2/S1PR1/SDC1/SOCS1/ST2/STAT1/STAT3/SUPEROXIDE DISMUTASE/TBX21/TGFB1/TLR2/TLR3/TLR4/TLR9/TNF/TP53/TXN",82,51.1077066700682,53.0536168191235,"INFLAMMATORY","INFECTIOUS","between_classes","INFLAMMATORY_vs_INFECTIOUS",5.89484631323595
"CHRONIC ULCERATIVE COLITIS_MALARIA","CHRONIC ULCERATIVE COLITIS","MALARIA",2018,2,5.47087065666988e-21,2.94585343051455e-20,"AKT1/ALB/ALPI/C3/CAT/CRP/CSF3/CTLA4/CXCL10/EDN1/EGF/FOXO3/FOXP3/HGF/HIF1A/HLA-DRB1/HLA-DRB4/HMGB1/HSPA4/ICAM1/IFNB1/IFNG/IGHE/IGHG1/IGHG3/IL1/IL10/IL12/IL13/IL17A/IL1B/IL2/IL22/IL27/IL2RA/IL33/IL4/IL6/IL8/KDR/KIAA0101/LYZ/MIF/MMP9/NFE2L2/NF-KB/NLRP3/NOS2/PPARG/RBM45/RNASE3/SERPINA1/STAT3/SUPEROXIDE DISMUTASE/TBX21/TGFB1/TLR2/TLR3/TLR4/TLR9/TNF/TNFRSF11B/TP53/TXN/VEGFA/VWF",66,44.9713032951099,46.6548491796977,"INFLAMMATORY","INFECTIOUS","between_classes","INFLAMMATORY_vs_INFECTIOUS",15.5516163932326
"CROHN'S DISEASE_HELICOBACTER PYLORI INFECTION","CROHN'S DISEASE","HELICOBACTER PYLORI INFECTION",2018,87,1.79102336095449e-23,1.56714544083518e-22,"AHSG/CASP3/CAT/CD14/CD274/CD79A/CRP/CTNNB1/DEFB4A/GAST/HSPA4/IFNG/IL10/IL17A/IL1B/IL21/IL22/IL23A/IL2RA/IL33/IL6/IL8/LY75/MBL2/MMP3/MMP9/NF-KB/NFKB1/NFKBIA/PTGS2/STAT3/TLR4/TLR5/TNF/TP53/VEGFA",36,50.2076162719743,52.3766699723439,"INFLAMMATORY","INFECTIOUS","between_classes","INFLAMMATORY_vs_INFECTIOUS",0.595189431503908
"CROHN'S DISEASE_HEPATITIS B","CROHN'S DISEASE","HEPATITIS B",2018,46,2.96105420106867e-17,1.38182529383205e-16,"ALB/CCL2/CCL5/CD14/CD274/CD79A/CD80/CISH/CRP/CSF2/CTLA4/CTNNB1/CXCL10/ENTPD1/EVA1C/FN1/FOXP3/GH1/HLA-C/HLA-DRB1/HLA-DRB4/HLA-E/HSPA4/ICAM1/IFNG/IGAN/IGHM/IL1/IL10/IL12/IL12B/IL17A/IL18/IL1B/IL2/IL21/IL22/IL23A/IL23R/IL2RA/IL33/IL6/IL6R/IL8/INS/KIR2DL3/KLRK1/LTF/MBL2/MIF/MMP9/MSC/NCR1/NF-KB/NFKB1/PTGS2/RAF1/SERPINA1/SPP1/STAT1/STAT3/STAT4/SUPEROXIDE DISMUTASE/TBC1D9/TBX21/TGFB1/TLR4/TNF/TP53/VEGFA",70,36.517956186012,38.0584012269591,"INFLAMMATORY","INFECTIOUS","between_classes","INFLAMMATORY_vs_INFECTIOUS",0.809753217594875
"CROHN'S DISEASE_HUMAN FLU","CROHN'S DISEASE","HUMAN FLU",2018,11,3.8045669140077e-22,2.42108803618672e-21,"AHR/ALB/CASP3/CAT/CCL2/CCL5/CCR2/CD274/CD40/CD40LG/CD69/CD79A/CD80/CEACAM6/CISH/CRP/CSF2/CSF3/CTNNB1/CXCL10/CXCL9/EIF2S1/FAP/FN1/FOXP3/HLA-E/HSPA4/ICAM1/IFNG/IGHM/IL1/IL10/IL10RA/IL12/IL13/IL17A/IL18/IL1B/IL2/IL21/IL22/IL27/IL2RA/IL33/IL37/IL5/IL6/IL8/KLRK1/LTA/LTF/MBL2/MIP/MMP9/MSC/NCR1/NF-KB/NFKB1/NLRP3/NOD2/NOX1/PTGS2/RAF1/RTN1/SDC1/SPP1/STAT1/STAT3/SUPEROXIDE DISMUTASE/TBX21/TGFB1/TH1L/TLR4/TLR5/TNF/TP53",76,47.4700699120169,49.3206698812679,"INFLAMMATORY","INFECTIOUS","between_classes","INFLAMMATORY_vs_INFECTIOUS",4.11005582343899
"CROHN'S DISEASE_MALARIA","CROHN'S DISEASE","MALARIA",2018,10,1.24234874890923e-21,6.68957018643431e-21,"ALB/CAT/CCL2/CCL5/CD274/CD40/CD40LG/CRP/CSF2/CSF3/CTLA4/CXCL10/FCGR1A/FOXO3/FOXP3/HLA-B/HLA-C/HLA-DRB1/HLA-DRB4/HLA-E/HSPA4/ICAM1/IFNG/IGF1/IGHM/IL1/IL10/IL12/IL12B/IL13/IL17A/IL17C/IL18/IL1B/IL2/IL22/IL27/IL2RA/IL33/IL6/IL8/INS/LEP/LYZ/MBL2/MIF/MIP/MMP9/NF-KB/NLRP3/PF4/RBM45/RNASE3/SERPINA1/STAT3/SUPEROXIDE DISMUTASE/TBX21/TGFB1/TH1L/TLR4/TNF/TNFRSF11B/TP53/VEGFA",64,46.4537373279685,48.1372832125563,"INFLAMMATORY","INFECTIOUS","between_classes","INFLAMMATORY_vs_INFECTIOUS",4.37611665568694
"CROHN'S DISEASE_RESPIRATORY SYNCYTIAL VIRUS INFECTION","CROHN'S DISEASE","RESPIRATORY SYNCYTIAL VIRUS INFECTION",2018,1,1.27395674317796e-19,6.3697837158898e-19,"AHR/CCL2/CCL5/CD79A/CXCL10/HLA-E/ICAM1/IFNG/IL10/IL10RA/IL12/IL13/IL17A/IL18/IL1B/IL2/IL33/IL37/IL5/IL6/IL8/LTF/MMP9/NF-KB/NFKB1/NLRP3/SPP1/STAT1/SUBSTANCE P/TGFB1/TLR4/TNF",32,41.8975512514287,43.5069891638628,"INFLAMMATORY","INFECTIOUS","between_classes","INFLAMMATORY_vs_INFECTIOUS",21.7534945819314
"DEMENTIA_FIBROMYALGIA","DEMENTIA","FIBROMYALGIA",2018,13,2.07746306354387e-13,1.81778018060088e-12,"BDNF/COMT/CRH/CRP/GH1/IGF1/IL1B/IL6/IL8/LEP/NGF/PRL/SLC6A4/TNF",14,27.0334050402446,29.2024587406141,"PSYCHIATRIC","INFLAMMATORY","between_classes","PSYCHIATRIC_vs_INFLAMMATORY",2.08588991004387
"DEMENTIA_HERPES","DEMENTIA","HERPES",2018,109,5.27144992939018e-06,1.60435432633614e-05,"CD79A/IL1B/IL6/NGF/TNF/TP53/UBIQUITIN/VEGFA",8,11.0402040782153,12.1532051043355,"PSYCHIATRIC","INFECTIOUS","between_classes","PSYCHIATRIC_vs_INFECTIOUS",0.110483682766686
"DEMENTIA_HERPES ZOSTER","DEMENTIA","HERPES ZOSTER",2018,25,2.70047179882702e-06,9.00157266275674e-06,"ACTH/APOE/AVP/CD79A/CXCL10/GFAP/IDE/IL10/IL6/NGF/TNF",11,11.6181112555871,12.822084059913,"PSYCHIATRIC","INFECTIOUS","between_classes","PSYCHIATRIC_vs_INFECTIOUS",0.493157079227423
"DEMENTIA_KAWASAKI DISEASE","DEMENTIA","KAWASAKI DISEASE",2018,1,1.07529891936563e-09,6.84281130505402e-09,"ACE/ADIPOQ/ALB/CCL2/CCR5/CD40LG/CD79A/CRP/CXCL10/IL10/IL1B/IL6/MMP9/NF-KB/RETN/TNF/VEGFA",17,18.8000671802424,20.6506671494934,"PSYCHIATRIC","INFLAMMATORY","between_classes","PSYCHIATRIC_vs_INFLAMMATORY",10.3253335747467
"DEMENTIA_MALARIA","DEMENTIA","MALARIA",2018,30,2.66187697133706e-09,1.55276156661328e-08,"ACHE/AKR1B1/ALB/ALDH7A1/ANGIOTENSIN II/APOA1/APOE/BDNF/CCL2/CCR5/CD2AP/CD40LG/CHI3L1/CR1/CRP/CXCL10/DYM/EPO/HGF/HP/IGF1/IL10/IL15/IL1B/IL6/IL8/LEP/MMP9/NF-KB/PPARG/PRL/SUPEROXIDE DISMUTASE/TF/TNF/TP53/TYMS/VEGFA",37,17.9806457424079,19.7442343346692,"PSYCHIATRIC","INFECTIOUS","between_classes","PSYCHIATRIC_vs_INFECTIOUS",0.63691078498933
"DEMENTIA_PCP","DEMENTIA","PCP",2018,26,6.49440383963525e-06,1.74849334144026e-05,"CD40LG/CD79A/CRP/IL10/IL6/IL8/ITIH4/TNF/TYMS",9,10.9541709956116,11.9445696996395,"PSYCHIATRIC","INFECTIOUS","between_classes","PSYCHIATRIC_vs_INFECTIOUS",0.442391470357018
"DEMENTIA_PSORIASIS","DEMENTIA","PSORIASIS",2018,9,3.24929663650609e-11,2.52723071728251e-10,"ACE/ACTH/ADIPOQ/ALB/APOE/BDNF/CCL2/CCR5/CD40LG/CD79A/CHI3L1/COMT/CRH/CRP/CXCL10/DYT10/GCG/GH1/GRN/HP/IGF1/IL10/IL15/IL1B/IL6/IL8/INSRR/KLK6/LEP/LPA/MMP9/MTHFR/NF-KB/NGF/PPARG/PRL/PTH/RETN/S100B/SST/SUPEROXIDE DISMUTASE/TNF/TP53/VEGFA",44,22.0987268048384,24.1499974695515,"PSYCHIATRIC","INFLAMMATORY","between_classes","PSYCHIATRIC_vs_INFLAMMATORY",2.41499974695515
"DEMENTIA_SARCOIDOSIS","DEMENTIA","SARCOIDOSIS",2018,23,2.11915777580432e-14,2.47235073843837e-13,"ACE/ACTH/ALB/AVP/B2M/CCL2/CCR5/CD79A/CHI3L1/CRP/CXCL10/EPO/HGF/IL10/IL1B/IL6/IL8/MMP9/NF-KB/NGF/PPARG/PTH/SAA1/SST/TF/TNF/TP53/VEGFA",28,29.0284367949103,31.4851725677316,"PSYCHIATRIC","INFLAMMATORY","between_classes","PSYCHIATRIC_vs_INFLAMMATORY",1.31188219032215
"DEMENTIA_SYSTEMIC LUPUS ERYTHEMATOSUS","DEMENTIA","SYSTEMIC LUPUS ERYTHEMATOSUS",2018,72,5.17086713577586e-16,9.04901748760775e-15,"ABCB1/ABCD1/ACE/ACTH/ADIPOQ/ALB/APOA1/AVP/B2M/BDNF/CCL2/CCR5/CD40LG/CD79A/CDR1/CHI3L1/CLU/CR1/CRP/CST3/CXCL10/DNASE1/DNMT1/EPO/GH1/GRN/HGF/IGF1/IL10/IL15/IL1B/IL6/IL8/INSRR/LEP/MMP3/MMP9/MTHFR/NF-KB/NGF/PLA2G7/PPARG/PRL/PTPRC/RETN/SAA1/SLC6A4/SUPEROXIDE DISMUTASE/TF/TNF/TNFSF10/TP53/TPO/TYROBP/VEGFA",55,32.3361202079977,35.1983210889271,"PSYCHIATRIC","INFLAMMATORY","between_classes","PSYCHIATRIC_vs_INFLAMMATORY",0.482168782040098
"DEMENTIA_TOXOPLASMA GONDII INFECTION","DEMENTIA","TOXOPLASMA GONDII INFECTION",2018,125,2.26974286591183e-07,1.05921333742552e-06,"ACE/CCR5/CD79A/CXCL10/ENO2/IL10/IL15/IL6/IL8/SCD/TNF",11,13.7579840598627,15.2984291008098,"PSYCHIATRIC","INFECTIOUS","between_classes","PSYCHIATRIC_vs_INFECTIOUS",0.121416103974681
"DEPRESSION_AGE RELATED OSTEOPOROSIS","DEPRESSION","AGE RELATED OSTEOPOROSIS",2018,309,1.62679029798804e-10,1.13875320859163e-09,"ACE/ACP1/ACTH/ADIPOQ/AIS/AKT1/ANGIOTENSIN II/APOE/AR/BGLAP/CCL2/CNR1/CRH/CRP/CSE/CTNNB1/CTSB/DKK1/ESR1/ESR2/FGF2/GCG/GH1/IFNG/IGF1/IL1/IL17A/IL18/IL1B/IL1RN/IL6/IL8/KL/LEP/LEPR/MIF/MTHFR/MTOR/NF-KB/NOS2/NPY/P2RX7/PPARG/PRL/PTGS2/PTH/SERPINE1/SIRT1/SUBSTANCE P/TGFB1/TNF/TPH1/TRPV1",53,20.5933318497148,22.5392419987701,"PSYCHIATRIC","INFLAMMATORY","between_classes","PSYCHIATRIC_vs_INFLAMMATORY",0.072707232254097
"DEPRESSION_FIBROMYALGIA","DEPRESSION","FIBROMYALGIA",2018,793,6.57450443988865e-13,5.75269138490257e-12,"BDNF/COMT/CRH/CRP/GH1/HPSE/IGF1/IL1B/IL6/IL8/LEP/LXN/NGF/NPY/PRL/SLC6A4/SUBSTANCE P/TNF",18,25.8813533036889,28.0504070040584,"PSYCHIATRIC","INFLAMMATORY","between_classes","PSYCHIATRIC_vs_INFLAMMATORY",0.0353279685189652
"DEPRESSION_HERPES","DEPRESSION","HERPES",2018,35,1.67779139820749e-08,7.34033736715776e-08,"BCL2/IFNA1/IFNB1/IFNG/IL12/IL17A/IL1B/IL1RN/IL6/NGF/PLAT/PTGS2/TNF/VEGFA",14,16.4272959395542,17.9032024593637,"PSYCHIATRIC","INFECTIOUS","between_classes","PSYCHIATRIC_vs_INFECTIOUS",0.497311179426771
"DEPRESSION_LEISHMANIASES","DEPRESSION","LEISHMANIASES",2018,6,1.39247079575478e-07,5.13015556330707e-07,"GIF/IFNB1/IFNG/IGF1/IL1/IL10/IL12/IL17A/IL18/IL1B/IL2/IL2RA/IL6/MIF/NF-KB/NOS2/P2RX7/TLR3/TNF/UCP2",20,14.482959668004,15.7870159308869,"PSYCHIATRIC","INFECTIOUS","between_classes","PSYCHIATRIC_vs_INFECTIOUS",2.2552879901267
"DEPRESSION_MALARIA","DEPRESSION","MALARIA",2018,22,9.45499564275006e-09,4.41233129995003e-08,"ACHE/AKT1/ALB/ANGIOTENSIN II/APOE/BDNF/CASP1/CCL2/CD2AP/CD47/CFP/CRP/CSF3/CX3CL1/DYM/EDN1/EPO/GPI/HGF/HMGB1/HSPA4/ICAM1/IFNA1/IFNB1/IFNG/IGF1/IL1/IL10/IL12/IL17A/IL18/IL1B/IL2/IL2RA/IL6/IL8/KDR/KIAA0101/LEP/MIF/MTOR/NFE2L2/NF-KB/NLRP3/NOS2/NTS/PGD/PPARG/PRB1/PRKG1/PRL/PYCARD/SELP/SLC25A3/STAT3/TBX21/TGFB1/TLR3/TLR4/TNF/TRIT1/TRPV1/TYMS/VEGFA",64,16.9362775547298,18.4767225956769,"PSYCHIATRIC","INFECTIOUS","between_classes","PSYCHIATRIC_vs_INFECTIOUS",0.803335765029431
"DEPRESSION_MYCOBACTERIUM INFECTION","DEPRESSION","MYCOBACTERIUM INFECTION",2018,155,1.25768233588323e-07,4.89098686176812e-07,"CCL2/IFNA1/IFNB1/IFNG/IL1/IL10/IL12/IL17A/IL18/IL1B/IL2/IL2RA/IL8/LCN2/MTOR/NOS2/P2RX7/PAWR/PPARG/TLR4/TNF/TST",22,14.5307015556104,15.8888250397636,"PSYCHIATRIC","INFECTIOUS","between_classes","PSYCHIATRIC_vs_INFECTIOUS",0.101851442562587
"DEPRESSION_PSORIASIS","DEPRESSION","PSORIASIS",2018,279,1.0236144564354e-09,6.51391017731617e-09,"ACE/ACTH/ADIPOQ/AKT1/ALB/ALOX5/APOE/BCL2/BDNF/CCL2/COMT/CRH/CRHR1/CRP/CTNNB1/DPP4/DUSP1/EDN1/ENPEP/GCG/GH1/HMGB1/ICAM1/IFNA1/IFNB1/IFNG/IGF1/IL1/IL10/IL12/IL17A/IL18/IL1B/IL1RN/IL2/IL2RA/IL6/IL8/KDR/LCN2/LEP/LEPR/MAPK3/MIF/MTHFR/MTOR/NFE2L2/NF-KB/NGF/NOS2/NTRK1/NUCB2/PDE4A/PLA2G1B/PLAT/PPARG/PRL/PTGS2/PTH/RAC1/S100B/SELP/SERPINB3/SERPINE1/SIRT1/SST/STAT3/SUBSTANCE P/TGFB1/TLR3/TLR4/TNF/TRPV1/VEGFA",74,18.8493259193621,20.6999258886131,"PSYCHIATRIC","INFLAMMATORY","between_classes","PSYCHIATRIC_vs_INFLAMMATORY",0.0739283067450468
"DEPRESSION_SARCOIDOSIS","DEPRESSION","SARCOIDOSIS",2018,39,1.83405936345038e-12,1.42649061601696e-11,"ACE/ACTH/AKT1/ALB/AVP/CCL2/CRP/EDN1/EPO/GIF/HGF/HSPA4/ICAM1/IFNA1/IFNB1/IFNG/IL1/IL10/IL12/IL17A/IL18/IL1B/IL1RN/IL2/IL2RA/IL6/IL8/MMP2/MTOR/NF-KB/NGF/PPARG/PTH/SST/TBX21/TGFB1/TLR4/TNF/TST/VEGFA",40,24.9732187096114,27.0244893743246,"PSYCHIATRIC","INFLAMMATORY","between_classes","PSYCHIATRIC_vs_INFLAMMATORY",0.675612234358114
