"Source","Target","degree"
"CDK7","infectious",1
"CDKN2D","infectious",1
"CDR1","infectious",1
"CDR2","infectious",1
"CDSN","infectious",1
"CDX2","infectious",1
"CEACAM5","infectious",1
"CEACAM6","infectious",1
"CEBPB","infectious",1
"CELIAC2","infectious",1
"CENPK","infectious",1
"CENPV","infectious",1
"CETP","infectious",1
"CFB","infectious",1
"CFL1","infectious",1
"CH25H","infectious",1
"CHAF1B","infectious",1
"CHMP3","infectious",1
"CHMP4B","infectious",1
"CHP1","infectious",1
"CHRFAM7A","infectious",1
"CHRM3","infectious",1
"CHUK","infectious",1
"CIITA","infectious",1
"CIMT","infectious",1
"CLDN2","infectious",1
"CLDN23","infectious",1
"CLDN4","infectious",1
"CLDN6","infectious",1
"CLDN9","infectious",1
"CLEC10A","infectious",1
"CLEC1B","infectious",1
"CLEC4D","infectious",1
"CLEC5A","infectious",1
"CLEC9A","infectious",1
"CLF","infectious",1
"CLK1","infectious",1
"CLPX","infectious",1
"CMA1","infectious",1
"CMC2","infectious",1
"CNOT7","infectious",1
"CNR1","infectious",1
"CNTN2","infectious",1
"CNTN5","infectious",1
"COASY","infectious",1
"COMMD1","infectious",1
"COPG1","infectious",1
"COPS5","infectious",1
"CORT","infectious",1
"CPA1","infectious",1
"CPD","infectious",1
"CPO","infectious",1
"CPS1","infectious",1
"CPSF1","infectious",1
"CPSF4","infectious",1
"CPSF6","infectious",1
"CREB3","infectious",1
"CREB5","infectious",1
"CREBBP","infectious",1
"CREM","infectious",1
"CRH","infectious",1
"CRIP3","infectious",1
"CRK","infectious",1
"CRLF2","infectious",1
"CRTC2","infectious",1
"CRYZ","infectious",1
"CS","infectious",1
"CSE","infectious",1
"CST3","infectious",1
"CTAG1A","infectious",1
"CTF1","infectious",1
"CTGF","infectious",1
"CTH","infectious",1
"CTHRC1","infectious",1
"CTSL","infectious",1
"CTTN","infectious",1
"CTTNBP2","infectious",1
"CX3CL1","infectious",1
"CXCL1","infectious",1
"CXCL13","infectious",1
"CXCL2","infectious",1
"CXCR1","infectious",1
"CXCR6","infectious",1
"CYB5A","infectious",1
"CYCLIN E","infectious",1
"CYCSP51","infectious",1
"CYCSP53","infectious",1
"CYP11B1","infectious",1
"CYP19A1","infectious",1
"CYP2A6","infectious",1
"CYP2A7","infectious",1
"CYP2B6","infectious",1
"CYP2D6","infectious",1
"CYP3A","infectious",1
"DAP","infectious",1
"DARS","infectious",1
"DBP","infectious",1
"DCAF7","infectious",1
"DCK","infectious",1
"DCLK1","infectious",1
"DDAH1","infectious",1
"DDB1","infectious",1
"DDC","infectious",1
"DDIT4","infectious",1
"DDO","infectious",1
"DDOST","infectious",1
"DDR1","infectious",1
"DDX17","infectious",1
"DDX21","infectious",1
"DDX39B","infectious",1
"DDX60","infectious",1
"DDX60L","infectious",1
"DEFA3","infectious",1
"DEFA5","infectious",1
"DEFB103A","infectious",1
"DERL2","infectious",1
"DGAT1","infectious",1
"DHCR24","infectious",1
"DHODH","infectious",1
"DHRS2","infectious",1
"DHRS9","infectious",1
"DHS","infectious",1
"DHX16","infectious",1
"DIABLO","infectious",1
"DKK1","infectious",1
"DLD","infectious",1
"DLL1","infectious",1
"DLL3","infectious",1
"DNAH6","infectious",1
"DNAJC14","infectious",1
"DNLZ","infectious",1
"DNM2","infectious",1
"DNMT1","infectious",1
"DNMT3A","infectious",1
"DNTT","infectious",1
"DOCK3","infectious",1
"DOHH","infectious",1
"DPEP1","infectious",1
"DPP3","infectious",1
"DPYS","infectious",1
"DRD2","infectious",1
"DSPP","infectious",1
"DTYMK","infectious",1
"DUSP4","infectious",1
"DYM","infectious",1
"DYNC1H1","infectious",1
"DYNLL1","infectious",1
"DYNLRB1","infectious",1
"E2F1","infectious",1
"EBF1","infectious",1
"EBM","infectious",1
"ECI1","infectious",1
"EDARADD","infectious",1
"EED","infectious",1
"EEF1E1","infectious",1
"EEF2","infectious",1
"EFTUD2","infectious",1
"EGR1","infectious",1
"EIF2A","infectious",1
"EIF2AK4","infectious",1
"EIF3A","infectious",1
"EIF3B","infectious",1
"EIF3F","infectious",1
"EIF3L","infectious",1
"EIF4A2","infectious",1
"EIF5B","infectious",1
"ELL2","infectious",1
"ELMO1","infectious",1
"EMD","infectious",1
"EMP2","infectious",1
"ENDOV","infectious",1
"ENPEP","infectious",1
"EP300","infectious",1
"EPB41","infectious",1
"EPCAM","infectious",1
"EPHA2","infectious",1
"EPHA6","infectious",1
"EPOR","infectious",1
"ERAS","infectious",1
"ERC1","infectious",1
"ERCC3","infectious",1
"ERVK-6","infectious",1
"ERVW-1","infectious",1
"ESRRB","infectious",1
"ETS1","infectious",1
"ETS2","infectious",1
"ETV3","infectious",1
"EWSR1","infectious",1
"EXOSC1","infectious",1
"EXOSC9","infectious",1
"EZH2","infectious",1
"EZR","infectious",1
"F12","infectious",1
"F2R","infectious",1
"F2RL1","infectious",1
"F8","infectious",1
"FABP2","infectious",1
"FABP4","infectious",1
"FADS3","infectious",1
"FBL","infectious",1
"FBXL2","infectious",1
"FCGR2C","infectious",1
"FDFT1","infectious",1
"FDPS","infectious",1
"FECH","infectious",1
"FGF2","infectious",1
"FGF7","infectious",1
"FGFR1","infectious",1
"FGR","infectious",1
"FKBP6","infectious",1
"FKBP8","infectious",1
"FLII","infectious",1
"FLNA","infectious",1
"FLOT2","infectious",1
"FMN1","infectious",1
"FMO3","infectious",1
"FNBP1L","infectious",1
"FNTA","infectious",1
"FOLR1","infectious",1
"FOSL1","infectious",1
"FOXA2","infectious",1
"FPR1","infectious",1
"FREM1","infectious",1
"FRK","infectious",1
"FSHR","infectious",1
"FTH1","infectious",1
"FXR1","infectious",1
"FXR2","infectious",1
"FYN","infectious",1
"G7P1","infectious",1
"GAD1","infectious",1
"GADD45A","infectious",1
"GAK","infectious",1
"GALK1","infectious",1
"GALNT3","infectious",1
"GAST","infectious",1
"GBA3","infectious",1
"GBF1","infectious",1
"GBP2","infectious",1
"GBP5","infectious",1
"GCDH","infectious",1
"GEMIN2","infectious",1
"GEMIN5","infectious",1
"GFM1","infectious",1
"GGH","infectious",1
"GHRH","infectious",1
"GJA1","infectious",1
"GKN2","infectious",1
"GLDN","infectious",1
"GLS2","infectious",1
"GLUD1","infectious",1
"GNAS","infectious",1
"GNB2L1","infectious",1
"GOLGA2","infectious",1
"GOLM1","infectious",1
"GOT2","infectious",1
"GP5","infectious",1
"GP9","infectious",1
"GPANK1","infectious",1
"GPR161","infectious",1
"GPR162","infectious",1
"GPR180","infectious",1
"GPR4","infectious",1
"GPT","infectious",1
"GRDX","infectious",1
"GRIN2B","infectious",1
"GRSF1","infectious",1
"GSK-3","infectious",1
"GSK3B","infectious",1
"GSN","infectious",1
"GSTM1","infectious",1
"GSTT1","infectious",1
"GTF2I","infectious",1
"GTPBP1","infectious",1
"GTPBP3","infectious",1
"GUCY2C","infectious",1
"GYPC","infectious",1
"GZMK","infectious",1
"GZMM","infectious",1
"H2AFX","infectious",1
"HAL","infectious",1
"HAO1","infectious",1
"HAX1","infectious",1
"HBB","infectious",1
"HBG2","infectious",1
"HCK","infectious",1
"HDAC11","infectious",1
"HDAC3","infectious",1
"HDAC6","infectious",1
"HDAC8","infectious",1
"HDC","infectious",1
"HELZ2","infectious",1
"HEMC","infectious",1
"HERC5","infectious",1
"HEXIM1","infectious",1
"HEY2","infectious",1
"HFE","infectious",1
"HGD","infectious",1
"HIBADH","infectious",1
"HIC1","infectious",1
"HIRA","infectious",1
"HIST1H1A","infectious",1
"HIST1H1C","infectious",1
"HISTONE H3","infectious",1
"HISTONE H4","infectious",1
"HIVEP1","infectious",1
"HK1","infectious",1
"HLA-DPA1","infectious",1
"HMGCR","infectious",1
"HNF1A","infectious",1
"HNRNPA2B1","infectious",1
"HNRNPAB","infectious",1
"HNRNPC","infectious",1
"HNRNPD","infectious",1
"HNRNPH1","infectious",1
"HNRNPL","infectious",1
"HNRNPU","infectious",1
"HOTAIR","infectious",1
"HOXD13","infectious",1
"HPD","infectious",1
"HPN","infectious",1
"HPPD","infectious",1
"HPR","infectious",1
"HRG","infectious",1
"HRH1","infectious",1
"HRTRT1","infectious",1
"HSD17B10","infectious",1
"HSD17B8","infectious",1
"HSD3B1","infectious",1
"HSF1","infectious",1
"HSP90AB1","infectious",1
"HSPA9","infectious",1
"HSPB1","infectious",1
"HSPE1","infectious",1
"HSPG2","infectious",1
"HTATIP2","infectious",1
"HTN3","infectious",1
"HULC","infectious",1
"IBSP","infectious",1
"ICA1","infectious",1
"ICAM2","infectious",1
"ICAM3","infectious",1
"ID1","infectious",1
"IDE","infectious",1
"IDH1","infectious",1
"IFI44L","infectious",1
"IFIT2","infectious",1
"IFIT3","infectious",1
"IFIT5","infectious",1
"IFNA14","infectious",1
"IFNGR2","infectious",1
"IFNL4","infectious",1
"IFNLR1","infectious",1
"IFNR","infectious",1
"IFT81","infectious",1
"IGES","infectious",1
"IGF2R","infectious",1
"IGFBP1","infectious",1
"IGFBP7","infectious",1
"IGH","infectious",1
"IGHV1-69","infectious",1
"IGKV2-18","infectious",1
"IGKV2D-26","infectious",1
"IGKV3D-15","infectious",1
"IGSF1","infectious",1
"IGSF8","infectious",1
"IKBKB","infectious",1
"IKBKE","infectious",1
"IKBKG","infectious",1
"IL12A","infectious",1
"IL16","infectious",1
"IL17RC","infectious",1
"IL1RL2","infectious",1
"IL23R","infectious",1
"IL24","infectious",1
"IL27RA","infectious",1
"IL28A","infectious",1
"IL29","infectious",1
"IL2RG","infectious",1
"IL3","infectious",1
"IL34","infectious",1
"IL4I1","infectious",1
"IL4R","infectious",1
"IL6ST","infectious",1
"IL9","infectious",1
"ILF2","infectious",1
"ILVBL","infectious",1
"IMMP1L","infectious",1
"IMMT","infectious",1
"INPPL1","infectious",1
"INSRR","infectious",1
"INTS6","infectious",1
"IPPK","infectious",1
"IREB2","infectious",1
"IRF4","infectious",1
"IRF5","infectious",1
"IRF8","infectious",1
"IRS1","infectious",1
"ISCU","infectious",1
"ISG20","infectious",1
"ITGAV","infectious",1
"ITGB2","infectious",1
"ITGB3","infectious",1
"ITK","infectious",1
"ITPA","infectious",1
"IVD","infectious",1
"JMJD6","infectious",1
"KALRN","infectious",1
"KAT2B","infectious",1
"KAT5","infectious",1
"KCNB1","infectious",1
"KCNH1","infectious",1
"KCNH2","infectious",1
"KCTD9","infectious",1
"KDM1A","infectious",1
"KDM5B","infectious",1
"KHDRBS1","infectious",1
"KIAA0226","infectious",1
"KIF22","infectious",1
"KIF5B","infectious",1
"KIFC3","infectious",1
"KIR2DS1","infectious",1
"KIR2DS3","infectious",1
"KIR2DS4","infectious",1
"KIR3DL2","infectious",1
"KIT","infectious",1
"KLF2","infectious",1
"KLF6","infectious",1
"KLHL1","infectious",1
"KLHL2","infectious",1
"KLHL40","infectious",1
"KLK3","infectious",1
"KLRC1","infectious",1
"KMO","infectious",1
"KPNA1","infectious",1
"KPNA5","infectious",1
"KRR1","infectious",1
"KRT18","infectious",1
"KRT20","infectious",1
"KRT31","infectious",1
"KRT32","infectious",1
"KRT5","infectious",1
"KRT81","infectious",1
"KRTAP1-1","infectious",1
"KYNU","infectious",1
"LAMP2","infectious",1
"LAMP3","infectious",1
"LAMTOR5","infectious",1
"LANCL1","infectious",1
"LANCL2","infectious",1
"LARS2","infectious",1
"LBP","infectious",1
"LCH","infectious",1
"LCK","infectious",1
"LCN1","infectious",1
"LCS1","infectious",1
"LDHD","infectious",1
"LECT1","infectious",1
"LEF1","infectious",1
"LEO1","infectious",1
"LEPR","infectious",1
"LGALS4","infectious",1
"LGALS8","infectious",1
"LIN28B","infectious",1
"LIN9","infectious",1
"LIPA","infectious",1
"LIPB","infectious",1
"LIPC","infectious",1
"LIPE","infectious",1
"LIPI","infectious",1
"LIPM","infectious",1
"LMNA","infectious",1
"LNPEP","infectious",1
"LPHN1","infectious",1
"LPP","infectious",1
"LRP6","infectious",1
"LRRFIP1","infectious",1
"LRSAM1","infectious",1
"LSAMP","infectious",1
"LSM1","infectious",1
"LSM2","infectious",1
"LSR","infectious",1
"LTA4H","infectious",1
"LTB4R","infectious",1
"LUC7L3","infectious",1
"LUM","infectious",1
"LY6E","infectious",1
"LY9","infectious",1
"LY96","infectious",1
"LYN","infectious",1
"LYPD4","infectious",1
"LYPD5","infectious",1
"LYPLA1","infectious",1
"MAF","infectious",1
"MAG","infectious",1
"MAGT1","infectious",1
"MAK","infectious",1
"MALT1","infectious",1
"MAN2B1","infectious",1
"MAP1LC3B","infectious",1
"MAP2K3","infectious",1
"MAP3K14","infectious",1
"MAP3K5","infectious",1
"MAP4","infectious",1
"MAPK13","infectious",1
"MAPKAPK2","infectious",1
"MARCO","infectious",1
"MARS","infectious",1
"MASP1","infectious",1
"MB21D1","infectious",1
"MBD3","infectious",1
"MBL3P","infectious",1
"MCF2L","infectious",1
"MDFIC","infectious",1
"MDH2","infectious",1
"MDK","infectious",1
"MDM2","infectious",1
"MED28","infectious",1
"MERTK","infectious",1
"MET","infectious",1
"METTL3","infectious",1
"METTL7A","infectious",1
"MFAP4","infectious",1
"MFGE8","infectious",1
"MFN1","infectious",1
"MGAT3","infectious",1
"MGLL","infectious",1
"MIA","infectious",1
"MICB","infectious",1
"MIOX","infectious",1
"MIR1-1","infectious",1
"MIR1236","infectious",1
"MIR124-1","infectious",1
"MIR125A","infectious",1
"MIR1269B","infectious",1
"MIR132","infectious",1
"MIR140","infectious",1
"MIR142","infectious",1
"MIR15B","infectious",1
"MIR16-1","infectious",1
"MIR17","infectious",1
"MIR17HG","infectious",1
"MIR181C","infectious",1
"MIR192","infectious",1
"MIR193B","infectious",1
"MIR200A","infectious",1
"MIR203","infectious",1
"MIR204","infectious",1
"MIR208B","infectious",1
"MIR215","infectious",1
"MIR221","infectious",1
"MIR222","infectious",1
"MIR224","infectious",1
"MIR26B","infectious",1
"MIR27A","infectious",1
"MIR296","infectious",1
"MIR29B2","infectious",1
"MIR30E","infectious",1
"MIR331","infectious",1
"MIR34C","infectious",1
"MIR3614","infectious",1
"MIR367","infectious",1
"MIR372","infectious",1
"MIR375","infectious",1
"MIR378A","infectious",1
"MIR3928","infectious",1
"MIR448","infectious",1
"MIR449A","infectious",1
"MIR484","infectious",1
"MIR491","infectious",1
"MIR499A","infectious",1
"MIR501","infectious",1
"MIR545","infectious",1
"MIR604","infectious",1
"MIR638","infectious",1
"MIR744","infectious",1
"MIR942","infectious",1
"MIRLET7B","infectious",1
"MIRLET7G","infectious",1
"MKNK1","infectious",1
"MMAB","infectious",1
"MMP12","infectious",1
"MMP14","infectious",1
"MNT","infectious",1
"MOGAT2","infectious",1
"MORF4","infectious",1
"MOV10","infectious",1
"MPZ","infectious",1
"MR1","infectious",1
"MRGPRF","infectious",1
"MSLN","infectious",1
"MSR1","infectious",1
"MSRB2","infectious",1
"MST1","infectious",1
"MSTN","infectious",1
"MSX2","infectious",1
"MT1JP","infectious",1
"MT4","infectious",1
"MTDH","infectious",1
"MTM1","infectious",1
"MTR","infectious",1
"MTRNR2L10","infectious",1
"MTUS1","infectious",1
"MUC2","infectious",1
"MUC22","infectious",1
"MYH9","infectious",1
"MYL4","infectious",1
"MYLK3","infectious",1
"MYO10","infectious",1
"MYO1G","infectious",1
"MYO6","infectious",1
"NADK","infectious",1
"NAF1","infectious",1
"NAGK","infectious",1
"NAGS","infectious",1
"NAMPT","infectious",1
"NANOG","infectious",1
"NAP1L1","infectious",1
"NAP1L4","infectious",1
"NAPA","infectious",1
"NARFL","infectious",1
"NAT1","infectious",1
"NAT2","infectious",1
"NBPF15","infectious",1
"NCAPG2","infectious",1
"NDC80","infectious",1
"NDUFA2","infectious",1
"NEAT1","infectious",1
"NEDD4L","infectious",1
"NELF","infectious",1
"NELFE","infectious",1
"NEU2","infectious",1
"NF2","infectious",1
"NFAT5","infectious",1
"NFATC1","infectious",1
"NFATC2","infectious",1
"NFS1","infectious",1
"NGFR","infectious",1
"NLN","infectious",1
"NLRP12","infectious",1
"NLRP7","infectious",1
"NNT","infectious",1
"NOC2L","infectious",1
"NOX4","infectious",1
"NPC1L1","infectious",1
"NPHS1","infectious",1
"NPM1","infectious",1
"NPPA","infectious",1
"NPPB","infectious",1
"NPR3","infectious",1
"NQO1","infectious",1
"NR0B1","infectious",1
"NR1D2","infectious",1
"NR2F1","infectious",1
"NR4A3","infectious",1
"NR5A2","infectious",1
"NRCAM","infectious",1
"NRGN","infectious",1
"NSL1","infectious",1
"NSUN5","infectious",1
"NT5C1A","infectious",1
"NTM","infectious",1
"NTN1","infectious",1
"NTRK1","infectious",1
"NTRK3","infectious",1
"NUP98","infectious",1
"NXF1","infectious",1
"NXT1","infectious",1
"OASL","infectious",1
"OBP2A","infectious",1
"OCLN","infectious",1
"OGG1","infectious",1
"OLFM4","infectious",1
"OPLAH","infectious",1
"OPN1SW","infectious",1
"OPRD1","infectious",1
"OPRK1","infectious",1
"OPTN","infectious",1
"OR10A4","infectious",1
"OSBP2","infectious",1
"OSM","infectious",1
"OTOR","infectious",1
"OVGP1","infectious",1
"OXT","infectious",1
"P2RY12","infectious",1
"PA2G4","infectious",1
"PABPC4","infectious",1
"PACAP","infectious",1
"PAF1","infectious",1
"PAH","infectious",1
"PAK1","infectious",1
"PAK2","infectious",1
"PANX1","infectious",1
"PAOX","infectious",1
"PARK2","infectious",1
"PARPBP","infectious",1
"PAWR","infectious",1
"PAX2","infectious",1
"PC","infectious",1
"PCBP1","infectious",1
"PCF11","infectious",1
"PCNT","infectious",1
"PCSK7","infectious",1
"PDCD1LG2","infectious",1
"PDCD6IP","infectious",1
"PDE4A","infectious",1
"PDE6D","infectious",1
"PDE8A","infectious",1
"PDLIM5","infectious",1
"PDP1","infectious",1
"PDPN","infectious",1
"PDS5B","infectious",1
"PDSS1","infectious",1
"PDXK","infectious",1
"PDZK1","infectious",1
"PEBP1","infectious",1
"PEPE","infectious",1
"PER1","infectious",1
"PFAS","infectious",1
"PFDN1","infectious",1
"PGC","infectious",1
"PGP","infectious",1
"PGPEP1","infectious",1
"PGRMC1","infectious",1
"PHF12","infectious",1
"PHIP","infectious",1
"PI4KA","infectious",1
"PI4KB","infectious",1
"PIAS2","infectious",1
"PIEZO1","infectious",1
"PIK3CD","infectious",1
"PIKFYVE","infectious",1
"PIM1","infectious",1
"PIP","infectious",1
"PKD1","infectious",1
"PKLR","infectious",1
"PKM","infectious",1
"PKN2","infectious",1
"PLA1A","infectious",1
"PLA2G2A","infectious",1
"PLA2G2D","infectious",1
"PLA2G6","infectious",1
"PLEKHA8","infectious",1
"PLEKHF1","infectious",1
"PLP1","infectious",1
"PMAIP1","infectious",1
"PNMA3","infectious",1
"PNPLA3","infectious",1
"PNPT1","infectious",1
"POLB","infectious",1
"POLD3","infectious",1
"POLD4","infectious",1
"POLE3","infectious",1
"POLR2E","infectious",1
"POU5F1","infectious",1
"PPA1","infectious",1
"PPARD","infectious",1
"PPEF1","infectious",1
"PPIB","infectious",1
"PPIF","infectious",1
"PPOX","infectious",1
"PPP1R12C","infectious",1
"PPP1R14B","infectious",1
"PPP1R15A","infectious",1
"PPP1R2","infectious",1
"PPP1R8","infectious",1
"PPP5C","infectious",1
"PPT2","infectious",1
"PRDX6","infectious",1
"PRF1","infectious",1
"PRKAA1","infectious",1
"PRKAA2","infectious",1
"PRKAR1A","infectious",1
"PRKCQ","infectious",1
"PRKCSH","infectious",1
"PRKDC","infectious",1
"PRMT1","infectious",1
"PRMT5","infectious",1
"PRMT6","infectious",1
"PRNP","infectious",1
"PROCR","infectious",1
"PRPH2","infectious",1
"PRRT2","infectious",1
"PRSS21","infectious",1
"PRSS27","infectious",1
"PRX","infectious",1
"PSCA","infectious",1
"PSEN1","infectious",1
"PSEN2","infectious",1
"PSG5","infectious",1
"PSMB8","infectious",1
"PSMB9","infectious",1
"PSMD10","infectious",1
"PSME3","infectious",1
"PSPH","infectious",1
"PSS","infectious",1
"PTBP2","infectious",1
"PTCH1","infectious",1
"PTH","infectious",1
"PTK2B","infectious",1
"PTMA","infectious",1
"PTN","infectious",1
"PTPN11","infectious",1
"PTPRU","infectious",1
"PVR","infectious",1
"PVRL4","infectious",1
"RA2","infectious",1
"RAB27A","infectious",1
"RAB32","infectious",1
"RAB4A","infectious",1
"RAB6A","infectious",1
"RAB7A","infectious",1
"RAB9A","infectious",1
"RAD51B","infectious",1
"RAG1","infectious",1
"RAG2","infectious",1
"RANBP2","infectious",1
"RANBP3","infectious",1
"RAPGEF3","infectious",1
"RARRES3","infectious",1
"RASGRF1","infectious",1
"RB1CC1","infectious",1
"RBM22","infectious",1
"RBM5","infectious",1
"RBMS1","infectious",1
"RBP4","infectious",1
"RCHY1","infectious",1
"RCN1","infectious",1
"RCOR3","infectious",1
"RDX","infectious",1
"REEP5","infectious",1
"REG1A","infectious",1
"RELT","infectious",1
"REM1","infectious",1
"RETN","infectious",1
"REV1","infectious",1
"REXO1L1","infectious",1
"RFX1","infectious",1
"RGMA","infectious",1
"RHCE","infectious",1
"RHOF","infectious",1
"RIDA","infectious",1
"RIPK1","infectious",1
"RIPK3","infectious",1
"RIT2","infectious",1
"RMST","infectious",1
"RN7SL1","infectious",1
"RNASE3","infectious",1
"RNASEK","infectious",1
"RNF115","infectious",1
"RNF7","infectious",1
"RNR2","infectious",1
"RP1","infectious",1
"RPA1","infectious",1
"RPAIN","infectious",1
"RPE","infectious",1
"RPL22","infectious",1
"RPL41","infectious",1
"RPL7A","infectious",1
"RPPH1","infectious",1
"RPS2","infectious",1
"RPS6KB3","infectious",1
"RPSA","infectious",1
"RPTOR","infectious",1
"RSL1D1","infectious",1
"RTN3","infectious",1
"RUVBL2","infectious",1
"RWS","infectious",1
"S100A10","infectious",1
"S100A12","infectious",1
"S1PR1","infectious",1
"S1PR2","infectious",1
"SAA1","infectious",1
"SACM1L","infectious",1
"SACS","infectious",1
"SALL1","infectious",1
"SAMD9L","infectious",1
"SARM1","infectious",1
"SARS","infectious",1
"SART1","infectious",1
"SAT1","infectious",1
"SCA29","infectious",1
"SCAI","infectious",1
"SCAMP3","infectious",1
"SCAP","infectious",1
"SCD5","infectious",1
"SCGB1A1","infectious",1
"SCLT1","infectious",1
"SCNN1A","infectious",1
"SCP2","infectious",1
"SCPEP1","infectious",1
"SDHB","infectious",1
"SDHD","infectious",1
"SDS","infectious",1
"SDTY1","infectious",1
"SEC14L2","infectious",1
"SELE","infectious",1
"SELP","infectious",1
"SEMA4D","infectious",1
"SENP7","infectious",1
"SENP8","infectious",1
"SEPT9","infectious",1
"SERINC3","infectious",1
"SERINC5","infectious",1
"SERPINA4","infectious",1
"SERPINA5","infectious",1
"SERPINA6","infectious",1
"SERPINA7","infectious",1
"SERPINB1","infectious",1
"SERPINB4","infectious",1
"SERPINC1","infectious",1
"SERPIND1","infectious",1
"SERPINF2","infectious",1
"SETD1A","infectious",1
"SETD1B","infectious",1
"SETDB1","infectious",1
"SETDB2","infectious",1
"SEZ6L2","infectious",1
"SFPQ","infectious",1
"SFRP1","infectious",1
"SFTPA2","infectious",1
"SFTPC","infectious",1
"SGK1","infectious",1
"SH2B1","infectious",1
"SH2B2","infectious",1
"SH2D3A","infectious",1
"SH2D3C","infectious",1
"SH3RF1","infectious",1
"SHFM1","infectious",1
"SHH","infectious",1
"SHISA5","infectious",1
"SHMT2","infectious",1
"SIGLEC7","infectious",1
"SIRT3","infectious",1
"SIRT7","infectious",1
"SKIV2L","infectious",1
"SKP1","infectious",1
"SKP2","infectious",1
"SLA","infectious",1
"SLAMF1","infectious",1
"SLAMF6","infectious",1
"SLC10A2","infectious",1
"SLC11A2","infectious",1
"SLC25A3","infectious",1
"SLC26A3","infectious",1
"SLC26A8","infectious",1
"SLC2A1","infectious",1
"SLC38A2","infectious",1
"SLC39A1","infectious",1
"SLC39A2","infectious",1
"SLC3A2","infectious",1
"SLC40A1","infectious",1
"SLC44A4","infectious",1
"SLC5A5","infectious",1
"SLC6A12","infectious",1
"SLC6A3","infectious",1
"SLC6A4","infectious",1
"SLC7A5","infectious",1
"SLC9A3R1","infectious",1
"SLFN11","infectious",1
"SLIT2","infectious",1
"SLN","infectious",1
"SLURP1","infectious",1
"SMAD2","infectious",1
"SMAD3","infectious",1
"SMAD4","infectious",1
"SMAD6","infectious",1
"SMAD7","infectious",1
"SMARCA1","infectious",1
"SMC5","infectious",1
"SMN1","infectious",1
"SMO","infectious",1
"SMOX","infectious",1
"SNAPIN","infectious",1
"SNX18","infectious",1
"SOCS4","infectious",1
"SOD2","infectious",1
"SORD","infectious",1
"SOX4","infectious",1
"SP2","infectious",1
"SP4","infectious",1
"SP6","infectious",1
"SPARC","infectious",1
"SPCS3","infectious",1
"SPDEF","infectious",1
"SPG7","infectious",1
"SPINK1","infectious",1
"SPN","infectious",1
"SPR","infectious",1
"SREBF2","infectious",1
"SRFBP1","infectious",1
"SRM","infectious",1
"SRPK2","infectious",1
"SRSF6","infectious",1
"SSAV1","infectious",1
"SSPN","infectious",1
"SSRP1","infectious",1
"ST13","infectious",1
"ST14","infectious",1
"ST6GAL1","infectious",1
"ST8","infectious",1
"STAT5A","infectious",1
"STAT5B","infectious",1
"STAT6","infectious",1
"STATH","infectious",1
"STEAP4","infectious",1
"STL","infectious",1
"STT3A","infectious",1
"STT3B","infectious",1
"STX1A","infectious",1
"STX2","infectious",1
"STX8","infectious",1
"SUB1","infectious",1
"SUN1","infectious",1
"SUN2","infectious",1
"SUPT5H","infectious",1
"SYCN","infectious",1
"SYNCRIP","infectious",1
"SYNPO","infectious",1
"TACR1","infectious",1
"TAF1B","infectious",1
"TAF8","infectious",1
"TAP1","infectious",1
"TARBP1","infectious",1
"TARBP2","infectious",1
"TARBP2P","infectious",1
"TARDBP","infectious",1
"TAS2R38","infectious",1
"TAS2R63P","infectious",1
"TBC1D20","infectious",1
"TBC1D8","infectious",1
"TBCA","infectious",1
"TBX22","infectious",1
"TCERG1","infectious",1
"TCF15","infectious",1
"TCF7L2","infectious",1
"TDO2","infectious",1
"TDP2","infectious",1
"TECPR1","infectious",1
"TEKT5","infectious",1
"TEP1","infectious",1
"TERF1","infectious",1
"TET1","infectious",1
"TFCP2","infectious",1
"TFP1","infectious",1
"TG","infectious",1
"TGDS","infectious",1
"TGS1","infectious",1
"THAS","infectious",1
"THBD","infectious",1
"TIA1","infectious",1
"TIMP1","infectious",1
"TIRAP","infectious",1
"TJAP1","infectious",1
"TLN1","infectious",1
"TLR10","infectious",1
"TMBIM6","infectious",1
"TMED3","infectious",1
"TMEM37","infectious",1
"TMPRSS11D","infectious",1
"TMPRSS13","infectious",1
"TMPRSS2","infectious",1
"TMPRSS4","infectious",1
"TMSB4X","infectious",1
"TNC","infectious",1
"TNFRSF10D","infectious",1
"TNFRSF11B","infectious",1
"TNFRSF13C","infectious",1
"TNFRSF18","infectious",1
"TNFRSF25","infectious",1
"TNFSF13","infectious",1
"TNIP1","infectious",1
"TNPO1","infectious",1
"TNPO3","infectious",1
"TNS3","infectious",1
"TOE1","infectious",1
"TOLLIP","infectious",1
"TP63","infectious",1
"TPCN2","infectious",1
"TPO","infectious",1
"TPPP2","infectious",1
"TPSG1","infectious",1
"TRAF1","infectious",1
"TRAF2","infectious",1
"TRB","infectious",1
"TRDMT1","infectious",1
"TREH","infectious",1
"TREM1","infectious",1
"TREX1","infectious",1
"TRGV2","infectious",1
"TRIM11","infectious",1
"TRIM28","infectious",1
"TRIM32","infectious",1
"TRIM41","infectious",1
"TRIM5","infectious",1
"TRIM52","infectious",1
"TRIM54","infectious",1
"TRIM56","infectious",1
"TRIM63","infectious",1
"TRIM69","infectious",1
"TRIP11","infectious",1
"TRNAE1","infectious",1
"TSFM","infectious",1
"TSG101","infectious",1
"TSPYL2","infectious",1
"TST","infectious",1
"TTN","infectious",1
