"Source","Target"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","ARSB"
"Sphingolipid metabolism","ARSB"
"Sphingolipid metabolism","ARSD"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","ARSD"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","ARSL"
"Sphingolipid metabolism","ARSL"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","ARSF"
"Sphingolipid metabolism","ARSF"
"Sphingolipid metabolism","ARSG"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","ARSG"
"Sphingolipid metabolism","ARSH"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","ARSH"
"Sphingolipid metabolism","ARSI"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","ARSI"
"Sphingolipid metabolism","ARSJ"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","ARSJ"
"Sphingolipid metabolism","ARSK"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","ARSK"
"Defensins","ART1"
"NCAM1 interactions","ARTN"
"Phase II conjugation","AS3MT"
"Sphingolipid metabolism","ASAH1"
"Sphingolipid metabolism","ASAH2"
"Deactivation of the beta-catenin transactivating complex","ASH2L"
"Amine-derived hormones","ASMT"
"Unfolded Protein Response (UPR)","GET3"
"Amino acid synthesis and interconversion (transamination)","ASNS"
"Unfolded Protein Response (UPR)","ASNS"
"Amino acid synthesis and interconversion (transamination)","ASPA"
"Amino acid synthesis and interconversion (transamination)","ASPG"
"ECM proteoglycans","ASPN"
"Translocation of GLUT4 to the plasma membrane","ASPSCR1"
"Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism","ASRGL1"
"PIWI-interacting RNA (piRNA) biogenesis","ASZ1"
"MyD88-independent TLR3/TLR4 cascade","ATF1"
"MyD88-independent TLR3/TLR4 cascade","ATF2"
"Mitochondrial biogenesis","ATF2"
"Circadian Clock","ATF2"
"Unfolded Protein Response (UPR)","ATF3"
"Unfolded Protein Response (UPR)","ATF4"
"Unfolded Protein Response (UPR)","ATF6"
"Macroautophagy","ATG10"
"Macroautophagy","ATG101"
"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","ATG12"
"Pink/Parkin Mediated Mitophagy","ATG12"
"Macroautophagy","ATG12"
"Macroautophagy","ATG13"
"Macroautophagy","ATG14"
"Macroautophagy","ATG16L1"
"Macroautophagy","ATG3"
"Macroautophagy","ATG4A"
"Macroautophagy","ATG4B"
"Macroautophagy","ATG4C"
"Macroautophagy","ATG4D"
"Macroautophagy","ATG5"
"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","ATG5"
"Pink/Parkin Mediated Mitophagy","ATG5"
"Macroautophagy","ATG7"
"Macroautophagy","ATG9A"
"Macroautophagy","ATG9B"
"Metabolism of nucleotides","ATIC"
"Regulation of TP53 Expression and Degradation","ATM"
"Regulation of TP53 Activity through Phosphorylation","ATM"
"Regulation of TP53 Activity through Methylation","ATM"
"Cellular response to heat stress","ATM"
"TP53 Regulates Transcription of Cell Death Genes","ATM"
"Detoxification of Reactive Oxygen Species","ATOX1"
"Basigin interactions","ATP1B1"
"Basigin interactions","ATP1B2"
"Basigin interactions","ATP1B3"
"Signaling by TGF-beta Receptor Complex","ATP1B4"
"Pre-NOTCH Expression and Processing","ATP2A1"
"Platelet homeostasis","ATP2A1"
"Pre-NOTCH Expression and Processing","ATP2A2"
"Platelet homeostasis","ATP2A2"
"Pre-NOTCH Expression and Processing","ATP2A3"
"Platelet homeostasis","ATP2A3"
"Platelet homeostasis","ATP2B1"
"Platelet homeostasis","ATP2B2"
"Platelet homeostasis","ATP2B3"
"Platelet homeostasis","ATP2B4"
"Mitochondrial biogenesis","ATP5F1B"
"Iron uptake and transport","ATP6AP1"
"Peptide hormone metabolism","ATP6AP2"
"Iron uptake and transport","ATP6V0A1"
"Iron uptake and transport","ATP6V0A2"
"Iron uptake and transport","ATP6V0A4"
"Iron uptake and transport","ATP6V0B"
"Iron uptake and transport","ATP6V0C"
"Iron uptake and transport","ATP6V0D1"
"Unfolded Protein Response (UPR)","ATP6V0D1"
"Iron uptake and transport","ATP6V0D2"
"Iron uptake and transport","ATP6V0E1"
"Iron uptake and transport","ATP6V0E2"
"Iron uptake and transport","ATP6V1A"
"Iron uptake and transport","ATP6V1B1"
"Iron uptake and transport","ATP6V1B2"
"Iron uptake and transport","ATP6V1C1"
"Iron uptake and transport","ATP6V1C2"
"Iron uptake and transport","ATP6V1D"
"Iron uptake and transport","ATP6V1E1"
"Iron uptake and transport","ATP6V1E2"
"Iron uptake and transport","ATP6V1F"
"Iron uptake and transport","ATP6V1G1"
"Iron uptake and transport","ATP6V1G2"
"Iron uptake and transport","ATP6V1G3"
"Iron uptake and transport","ATP6V1H"
"The role of Nef in HIV-1 replication and disease pathogenesis","ATP6V1H"
"Detoxification of Reactive Oxygen Species","ATP7A"
"Regulation of TP53 Activity through Phosphorylation","ATR"
"Cellular response to heat stress","ATR"
"Regulation of TP53 Activity through Phosphorylation","ATRIP"
"Branched-chain amino acid catabolism","AUH"
"Regulation of TP53 Activity through Phosphorylation","AURKA"
"TP53 Regulates Transcription of Cell Cycle Genes","AURKA"
"SUMO E3 ligases SUMOylate target proteins","AURKA"
"SUMO E3 ligases SUMOylate target proteins","AURKB"
"Regulation of TP53 Activity through Phosphorylation","AURKB"
"Disorders of transmembrane transporters","AVP"
"Transport of vitamins, nucleosides, and related molecules","AVP"
"Circadian Clock","AVP"
"Disorders of transmembrane transporters","AVPR1A"
"Disorders of transmembrane transporters","AVPR1B"
"Disorders of transmembrane transporters","AVPR2"
"Arachidonic acid metabolism","AWAT1"
"Miscellaneous transport and binding events","AZGP1"
"Interferon gamma signaling","B2M"
"The role of Nef in HIV-1 replication and disease pathogenesis","B2M"
"Amyloid fiber formation","B2M"
"Heparan sulfate/heparin (HS-GAG) metabolism","B3GALT6"
"Heparan sulfate/heparin (HS-GAG) metabolism","B3GAT1"
"Heparan sulfate/heparin (HS-GAG) metabolism","B3GAT2"
"Heparan sulfate/heparin (HS-GAG) metabolism","B3GAT3"
"Keratan sulfate/keratin metabolism","B3GNT2"
"Keratan sulfate/keratin metabolism","B3GNT3"
"Keratan sulfate/keratin metabolism","B3GNT4"
"Keratan sulfate/keratin metabolism","B3GNT7"
"Keratan sulfate/keratin metabolism","B4GALT1"
"Pre-NOTCH Expression and Processing","B4GALT1"
"Keratan sulfate/keratin metabolism","B4GALT2"
"Keratan sulfate/keratin metabolism","B4GALT3"
"Keratan sulfate/keratin metabolism","B4GALT4"
"Keratan sulfate/keratin metabolism","B4GALT5"
"Keratan sulfate/keratin metabolism","B4GALT6"
"Heparan sulfate/heparin (HS-GAG) metabolism","B4GALT7"
"Bile acid and bile salt metabolism","BAAT"
"Amyloid fiber formation","BACE1"
"Intrinsic Pathway for Apoptosis","BAD"
"p75 NTR receptor-mediated signalling","BAD"
"Cellular response to heat stress","BAG1"
"Cellular response to heat stress","BAG2"
"Cellular response to heat stress","BAG3"
"Cellular response to heat stress","BAG4"
"Signaling by FGFR in disease","BAG4"
"Death Receptor Signalling","BAG4"
"Cellular response to heat stress","BAG5"
"Regulation of actin dynamics for phagocytic cup formation","BAIAP2"
"Intrinsic Pathway for Apoptosis","BAK1"
"Signaling by TGF-beta Receptor Complex","BAMBI"
"Regulation of TP53 Activity through Phosphorylation","BARD1"
"TP53 Regulates Transcription of Cell Cycle Genes","BAX"
"TP53 Regulates Transcription of Cell Death Genes","BAX"
"Intrinsic Pathway for Apoptosis","BAX"
"TP53 Regulates Transcription of Cell Death Genes","BBC3"
"Intrinsic Pathway for Apoptosis","BBC3"
"Branched-chain amino acid catabolism","BBOX1"
"Heparan sulfate/heparin (HS-GAG) metabolism","BCAN"
"Diseases of glycosylation","BCAN"
"ECM proteoglycans","BCAN"
"Apoptotic execution  phase","BCAP31"
"Platelet Aggregation (Plug Formation)","BCAR1"
"Signaling by PTK6","BCAR1"
"Branched-chain amino acid catabolism","BCAT1"
"Branched-chain amino acid catabolism","BCAT2"
"Synthesis of PC","BCHE"
"Peptide hormone metabolism","BCHE"
"Glyoxylate metabolism and glycine degradation","BCKDHA"
"Branched-chain amino acid catabolism","BCKDHA"
"Glyoxylate metabolism and glycine degradation","BCKDHB"
"Branched-chain amino acid catabolism","BCKDHB"
"Branched-chain amino acid catabolism","BCKDK"
"CLEC7A (Dectin-1) signaling","BCL10"
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","BCL2"
"Intrinsic Pathway for Apoptosis","BCL2"
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","BCL2L1"
"Intrinsic Pathway for Apoptosis","BCL2L1"
"Intrinsic Pathway for Apoptosis","BCL2L11"
"p75 NTR receptor-mediated signalling","BCL2L11"
"TP53 Regulates Transcription of Cell Death Genes","BCL2L14"
"TP53 Regulates Transcription of Cell Death Genes","BCL6"
"Deactivation of the beta-catenin transactivating complex","BCL9"
"Deactivation of the beta-catenin transactivating complex","BCL9L"
"Visual phototransduction","BCO1"
"Visual phototransduction","BCO2"
"Signaling by FGFR in disease","BCR"
"Macroautophagy","BECN1"
"COPII (Coat Protein 2) Mediated Vesicle Transport","BET1"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","BGLAP"
"ECM proteoglycans","BGN"
"Heparan sulfate/heparin (HS-GAG) metabolism","BGN"
"Diseases of glycosylation","BGN"
"Circadian Clock","BHLHE40"
"Circadian Clock","BHLHE41"
"COPI-independent Golgi-to-ER retrograde traffic","BICD1"
"COPI-independent Golgi-to-ER retrograde traffic","BICD2"
"Intrinsic Pathway for Apoptosis","BID"
"TP53 Regulates Transcription of Cell Death Genes","BID"
"MyD88-independent TLR3/TLR4 cascade","BIRC2"
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","BIRC2"
"Apoptotic execution  phase","BIRC2"
"Death Receptor Signalling","BIRC2"
"MyD88-independent TLR3/TLR4 cascade","BIRC3"
"Death Receptor Signalling","BIRC3"
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","BIRC3"
"TP53 Regulates Transcription of Cell Death Genes","BIRC5"
"SUMO E3 ligases SUMOylate target proteins","BIRC5"
"Regulation of TP53 Activity through Phosphorylation","BLM"
"SUMO E3 ligases SUMOylate target proteins","BLM"
"trans-Golgi Network Vesicle Budding","BLOC1S1"
"trans-Golgi Network Vesicle Budding","BLOC1S3"
"trans-Golgi Network Vesicle Budding","BLOC1S4"
"trans-Golgi Network Vesicle Budding","BLOC1S6"
"Metabolism of porphyrins","BLVRA"
"Metabolism of porphyrins","BLVRB"
"Intrinsic Pathway for Apoptosis","BMF"
"SUMO E3 ligases SUMOylate target proteins","BMI1"
"Oxidative Stress Induced Senescence","BMI1"
"Lipid digestion, mobilization, and transport","BMP1"
"Collagen formation","BMP1"
"Elastic fibre formation","BMP10"
"Signaling by BMP","BMP2"
"Elastic fibre formation","BMP2"
"Elastic fibre formation","BMP4"
"Elastic fibre formation","BMP7"
"Signaling by BMP","BMPR1A"
"Signaling by BMP","BMPR1B"
"Signaling by BMP","BMPR2"
"Apoptotic execution  phase","BMX"
"Myogenesis","BNIP2"
"TP53 Regulates Transcription of Cell Death Genes","BNIP3L"
"Myogenesis","BOC"
"Glucose metabolism","BPGM"
"Phase 1 - Functionalization of compounds","BPHL"
"Phase II conjugation","BPNT1"
"Negative regulation of MAPK pathway","BRAF"
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","BRAF"
"MAP2K and MAPK activation","BRAF"
"Negative regulation of MAPK pathway","BRAP"
"SUMO E3 ligases SUMOylate target proteins","BRCA1"
"Regulation of TP53 Activity through Phosphorylation","BRCA1"
"Regulation of TP53 Activity through Acetylation","BRD1"
"Regulation of TP53 Activity through Acetylation","BRD7"
"Regulation of TP53 Activity through Phosphorylation","BRIP1"
"Regulation of actin dynamics for phagocytic cup formation","BRK1"
"Regulation of TP53 Activity through Acetylation","BRPF1"
"Regulation of TP53 Activity through Acetylation","BRPF3"
"Pyruvate metabolism and Citric Acid (TCA) cycle","BSG"
"Basigin interactions","BSG"
"Integrin cell surface interactions","BSG"
"Interferon alpha/beta signaling","BST2"
"Negative regulation of the PI3K/AKT network","BTC"
"Signaling by PTK6","BTC"
"Nuclear signaling by ERBB4","BTC"
"Signaling by ERBB2","BTC"
"Metabolism of water-soluble vitamins and cofactors","BTD"
"TP53 Regulates Transcription of Cell Cycle Genes","BTG2"
"Regulation of actin dynamics for phagocytic cup formation","BTK"
"Costimulation by the CD28 family","BTLA"
"Nuclear signaling by ERBB4","BTRC"
"Deactivation of the beta-catenin transactivating complex","BTRC"
"MyD88-independent TLR3/TLR4 cascade","BTRC"
"CLEC7A (Dectin-1) signaling","BTRC"
"Circadian Clock","BTRC"
"Neurotransmitter Release Cycle","TSPOAP1"
"Cellular response to heat stress","HIKESHI"
"Unfolded Protein Response (UPR)","MYDGF"
"Diseases of glycosylation","C1GALT1"
"Diseases of glycosylation","C1GALT1C1"
"Complement cascade","C1QA"
"Complement cascade","C1QB"
"Formation of Fibrin Clot (Clotting Cascade)","C1QBP"
"Complement cascade","C1QC"
"Complement cascade","C1R"
"Complement cascade","C1S"
"Complement cascade","C2"
"Translocation of GLUT4 to the plasma membrane","C2CD5"
"Complement cascade","C3"
"Complement cascade","C3AR1"
"Complement cascade","C4A"
"Complement cascade","C4B"
"Complement cascade","C4BPA"
"Complement cascade","C4BPB"
"Complement cascade","C5"
"Complement cascade","C5AR1"
"Complement cascade","C5AR2"
"Complement cascade","C6"
"Complement cascade","C7"
"Complement cascade","C8A"
"Complement cascade","C8B"
"Complement cascade","C8G"
"Complement cascade","C9"
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","CA9"
"Regulation of insulin secretion","CACNA1A"
"Phase 0 - rapid depolarisation","CACNA1C"
"NCAM1 interactions","CACNA1C"
"Regulation of insulin secretion","CACNA1C"
"Phase 0 - rapid depolarisation","CACNA1D"
"Regulation of insulin secretion","CACNA1D"
"NCAM1 interactions","CACNA1D"
"Regulation of insulin secretion","CACNA1E"
"Phase 0 - rapid depolarisation","CACNA1F"
"NCAM1 interactions","CACNA1G"
"NCAM1 interactions","CACNA1H"
"NCAM1 interactions","CACNA1I"
"Phase 0 - rapid depolarisation","CACNA1S"
"NCAM1 interactions","CACNA1S"
"Phase 0 - rapid depolarisation","CACNA2D1"
"Phase 0 - rapid depolarisation","CACNA2D2"
"Regulation of insulin secretion","CACNA2D2"
"Phase 0 - rapid depolarisation","CACNA2D3"
"Phase 0 - rapid depolarisation","CACNA2D4"
"NCAM1 interactions","CACNB1"
"Phase 0 - rapid depolarisation","CACNB1"
"NCAM1 interactions","CACNB2"
"Phase 0 - rapid depolarisation","CACNB2"
"Regulation of insulin secretion","CACNB2"
"Phase 0 - rapid depolarisation","CACNB3"
"Regulation of insulin secretion","CACNB3"
"NCAM1 interactions","CACNB3"
"NCAM1 interactions","CACNB4"
"Phase 0 - rapid depolarisation","CACNB4"
"Phase 0 - rapid depolarisation","CACNG1"
"Phase 0 - rapid depolarisation","CACNG2"
"Trafficking of AMPA receptors","CACNG2"
"Trafficking of AMPA receptors","CACNG3"
"Phase 0 - rapid depolarisation","CACNG3"
"Trafficking of AMPA receptors","CACNG4"
"Phase 0 - rapid depolarisation","CACNG4"
"Phase 0 - rapid depolarisation","CACNG5"
"Phase 0 - rapid depolarisation","CACNG6"
"Phase 0 - rapid depolarisation","CACNG7"
"Trafficking of AMPA receptors","CACNG8"
"Phase 0 - rapid depolarisation","CACNG8"
"Metabolism of nucleotides","CAD"
"Class B/2 (Secretin family receptors)","CALCA"
"Amyloid fiber formation","CALCA"
"Class B/2 (Secretin family receptors)","CALCB"
"Class B/2 (Secretin family receptors)","CALCR"
"Class B/2 (Secretin family receptors)","CALCRL"
"Phase 0 - rapid depolarisation","CALM1"
"Glucose metabolism","CALM1"
"eNOS activation and regulation","CALM1"
"Visual phototransduction","CALM1"
"Uptake and actions of bacterial toxins","CALM1"
"Translocation of GLUT4 to the plasma membrane","CALM1"
"Platelet homeostasis","CALM1"
"CLEC7A (Dectin-1) signaling","CALM1"
"Opioid Signalling","CALM1"
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","CALM1"
"N-glycan trimming in the ER and Calnexin/Calreticulin cycle","CALR"
"Unfolded Protein Response (UPR)","CALR"
"Binding and Uptake of Ligands by Scavenger Receptors","CALR"
"Trafficking of AMPA receptors","CAMK2A"
"Cellular response to heat stress","CAMK2A"
"Phase 0 - rapid depolarisation","CAMK2A"
"Interferon gamma signaling","CAMK2A"
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","CAMK2A"
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","CAMK2B"
"Phase 0 - rapid depolarisation","CAMK2B"
"Trafficking of AMPA receptors","CAMK2B"
"Cellular response to heat stress","CAMK2B"
"Interferon gamma signaling","CAMK2B"
"Trafficking of AMPA receptors","CAMK2D"
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","CAMK2D"
"Cellular response to heat stress","CAMK2D"
"Phase 0 - rapid depolarisation","CAMK2D"
"Interferon gamma signaling","CAMK2D"
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","CAMK2G"
"Cellular response to heat stress","CAMK2G"
"Interferon gamma signaling","CAMK2G"
"Phase 0 - rapid depolarisation","CAMK2G"
"Trafficking of AMPA receptors","CAMK2G"
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","CAMK4"
"Opioid Signalling","CAMK4"
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","CAMKK1"
"Visual phototransduction","CAMKMT"
"N-glycan trimming in the ER and Calnexin/Calreticulin cycle","CANX"
"CLEC7A (Dectin-1) signaling","CARD11"
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","CARD9"
"CLEC7A (Dectin-1) signaling","CARD9"
"Metabolism of water-soluble vitamins and cofactors","NAXD"
"RMTs methylate histone arginines","CARM1"
"Circadian Clock","CARM1"
"Transcriptional regulation of white adipocyte differentiation","CARM1"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","CARM1"
"YAP1- and WWTR1 (TAZ)-stimulated gene expression","CARM1"
"TP53 Regulates Transcription of Cell Cycle Genes","CARM1"
"Mitochondrial biogenesis","CARM1"
