"Source","Target","pval","comm","logpval"
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Eicosanoid ligand-binding receptors",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Elastic fibre formation",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Endosomal Sorting Complex Required For Transport (ESCRT)",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","eNOS activation and regulation",0.151437629997132,1,1.88758142198475
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","EPH-Ephrin signaling",0.0415337194091744,3,3.1812496657741
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Formation of Fibrin Clot (Clotting Cascade)",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","G1 Phase",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","GABA receptor activation",0.00983773578041544,3,4.62152969801219
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Gamma carboxylation, hypusine formation and arylsulfatase activation",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Glucose metabolism",0.00366771459814557,4,5.60818653619052
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Glyoxylate metabolism and glycine degradation",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","GPVI-mediated activation cascade",0.353822985160976,1,1.03895853282916
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Growth hormone receptor signaling",0.178921996334102,1,1.72080534278858
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Heparan sulfate/heparin (HS-GAG) metabolism",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Hyaluronan metabolism",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Integrin cell surface interactions",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Interferon alpha/beta signaling",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Interferon gamma signaling",0.00656799982309357,4,5.02554593376661
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Interleukin-6 family signaling",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Intrinsic Pathway for Apoptosis",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Iron uptake and transport",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","ISG15 antiviral mechanism",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Keratan sulfate/keratin metabolism",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","L1CAM interactions",0.000107267864227744,6,9.14018144780071
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Lipid digestion, mobilization, and transport",0.0195985527086041,3,3.93229955686982
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Macroautophagy",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","MAP2K and MAPK activation",0.000229067467513311,4,8.38149397983933
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Metabolism of nucleotides",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Metabolism of porphyrins",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Metabolism of water-soluble vitamins and cofactors",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Metal ion SLC transporters",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Miscellaneous transport and binding events",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Mitochondrial biogenesis",0.332057743844442,1,1.10244639794694
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","MyD88-independent TLR3/TLR4 cascade",0.00103516702293401,5,6.87319249046886
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Myogenesis",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","NCAM1 interactions",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Negative regulation of MAPK pathway",0.000280300084360408,4,8.17964979882887
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Negative regulation of the PI3K/AKT network",0.525009040757587,1,0.644339796048142
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Netrin-1 signaling",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Neurotransmitter Release Cycle",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","N-glycan trimming in the ER and Calnexin/Calreticulin cycle",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Non-integrin membrane-ECM interactions",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Nuclear Receptor transcription pathway",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Nuclear signaling by ERBB4",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Opioid Signalling",4.73968113054172e-10,10,21.4698810685339
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Oxidative Stress Induced Senescence",0.528959701327102,1,0.636843028991383
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","p75 NTR receptor-mediated signalling",0.496436115520631,1,0.70030047342182
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Peptide hormone metabolism",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Peroxisomal lipid metabolism",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Phase 0 - rapid depolarisation",2.39136321909671e-05,5,10.641061877075
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Phase 1 - Functionalization of compounds",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Phase II conjugation",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","PI Metabolism",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Pink/Parkin Mediated Mitophagy",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","PIWI-interacting RNA (piRNA) biogenesis",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Platelet Aggregation (Plug Formation)",0.262387994612448,1,1.33793097519801
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Platelet homeostasis",0.512962362001306,1,0.667552804921469
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Polo-like kinase mediated events",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Potassium Channels",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Pre-NOTCH Expression and Processing",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Pyruvate metabolism and Citric Acid (TCA) cycle",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Rap1 signalling",6.42663595548685e-06,4,11.955059336172
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Regulation of actin dynamics for phagocytic cup formation",0.551999956257776,1,0.594207311948204
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Regulation of beta-cell development",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Regulation of cholesterol biosynthesis by SREBP (SREBF)",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Regulation of FZD by ubiquitination",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Regulation of Hypoxia-inducible Factor (HIF) by oxygen",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Regulation of insulin secretion",0.00383826539357898,4,5.56273473486105
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Regulation of KIT signaling",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Regulation of TP53 Activity through Acetylation",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Regulation of TP53 Activity through Methylation",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Regulation of TP53 Activity through Phosphorylation",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Regulation of TP53 Expression and Degradation",0.256272588955536,1,1.36151360039307
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","RMTs methylate histone arginines",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","SALM protein interactions at the synapse",2.75305256586426e-14,9,31.2234809819086
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Semaphorin interactions",0.424693743952145,1,0.856386972282015
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Signaling by BMP",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Signaling by ERBB2",0.309578794564009,1,1.17254263262262
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Signaling by FGFR in disease",0.405256899629828,1,0.903234092897891
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Signaling by Hippo",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Signaling by NODAL",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Signaling by NOTCH1",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Signaling by PTK6",0.424693743952145,1,0.856386972282015
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Signaling by TGF-beta Receptor Complex",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Sphingolipid metabolism",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Steroid hormones",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","SUMO E3 ligases SUMOylate target proteins",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Surfactant metabolism",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Synthesis of PA",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Synthesis of PC",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","The role of Nef in HIV-1 replication and disease pathogenesis",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Tie2 Signaling",0.137361335522664,1,1.98514033964851
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","TP53 Regulates Metabolic Genes",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","TP53 Regulates Transcription of Cell Cycle Genes",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","TP53 Regulates Transcription of Cell Death Genes",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Trafficking of AMPA receptors",1.06009776390641e-12,9,27.5726599819571
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Transcriptional regulation of pluripotent stem cells",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Transcriptional regulation of white adipocyte differentiation",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","trans-Golgi Network Vesicle Budding",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Translocation of GLUT4 to the plasma membrane",0.390260841755472,1,0.940939938408186
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","Transport of vitamins, nucleosides, and related molecules",1,0,0
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","tRNA Aminoacylation",1,0,0
